,0
300,50
301,42
302,48
303,67
304,44
305,49
306,57
307,41
308,66
309,48
310,54
311,63
312,45
313,48
314,65
315,55
316,61
317,48
318,44
319,35
320,45
321,58
322,45
323,37
324,46
325,58
326,78
327,57
328,37
329,33
330,45
331,41
332,52
333,57
334,46
335,38
336,25
337,44
338,40
339,44
340,31
341,40
342,35
343,40
344,44
345,43
346,46
347,54
348,48
349,54
350,50
351,50
352,64
353,64
354,63
355,34
356,46
357,47
358,64
359,62
360,35
361,56
362,39
363,42
364,42
365,44
366,36
367,53
368,59
369,40
370,45
371,53
372,44
373,45
374,53
375,51
376,64
377,25
378,72
379,70
380,35
381,50
382,45
383,43
384,52
385,67
386,66
387,59
388,30
389,50
390,50
391,49
392,66
393,38
394,55
395,43
396,40
397,31
398,61
399,49
400,35
401,39
402,36
403,55
404,43
405,47
406,53
407,34
408,75
409,41
410,37
411,35
412,40
413,49
414,56
415,53
416,53
417,60
418,54
419,71
420,41
421,41
422,43
423,59
424,34
425,57
426,49
427,49
428,44
429,48
430,37
431,38
432,44
433,40
434,62
435,53
436,60
437,63
438,38
439,37
440,49
441,60
442,55
443,55
444,57
445,40
446,55
447,47
448,41
449,31
450,55
451,36
452,48
453,44
454,51
455,28
456,39
457,49
458,43
459,52
460,54
461,61
462,53
463,53
464,28
465,37
466,41
467,46
468,40
469,57
470,52
471,34
472,55
473,49
474,46
475,40
476,50
477,47
478,45
479,68
480,72
481,37
482,54
483,57
484,48
485,51
486,76
487,53
488,37
489,59
490,62
491,59
492,60
493,58
494,57
495,66
496,48
497,43
498,50
499,56
500,56
501,43
502,45
503,58
504,67
505,71
506,38
507,54
508,40
509,54
510,35
511,63
512,56
513,52
514,37
515,52
516,34
517,46
518,48
519,35
520,47
521,71
522,51
523,41
524,36
525,62
526,29
527,41
528,53
529,37
530,63
531,46
532,43
533,59
534,38
535,60
536,47
537,50
538,54
539,29
540,39
541,58
542,57
543,59
544,62
545,32
546,45
547,56
548,61
549,48
550,55
551,39
552,48
553,29
554,53
555,42
556,77
557,55
558,66
559,42
560,43
561,36
562,53
563,48
564,47
565,55
566,71
567,61
568,44
569,45
570,41
571,53
572,52
573,60
574,50
575,49
576,46
577,49
578,29
579,40
580,33
581,24
582,61
583,39
584,53
585,30
586,48
587,51
588,53
589,47
590,58
591,55
592,55
593,33
594,45
595,58
596,55
597,46
598,54
599,55
600,45
601,45
602,46
603,57
604,52
605,55
606,38
607,46
608,54
609,51
610,43
611,40
612,50
613,49
614,43
615,52
616,60
617,45
618,43
619,56
620,59
621,37
622,64
623,54
624,58
625,52
626,54
627,70
628,33
629,66
630,31
631,55
632,66
633,47
634,50
635,48
636,43
637,63
638,42
639,64
640,42
641,47
642,35
643,46
644,41
645,34
646,47
647,46
648,69
649,54
650,64
651,55
652,42
653,48
654,48
655,55
656,58
657,59
658,50
659,52
660,48
661,53
662,38
663,61
664,54
665,40
666,46
667,35
668,56
669,46
670,33
671,41
672,57
673,45
674,57
675,37
676,65
677,47
678,48
679,60
680,47
681,39
682,51
683,42
684,45
685,53
686,39
687,60
688,65
689,54
690,63
691,21
692,52
693,71
694,45
695,55
696,49
697,47
698,35
699,49
700,25
701,43
702,48
703,44
704,80
705,66
706,61
707,42
708,36
709,52
710,61
711,48
712,42
713,53
714,49
715,56
716,38
717,61
718,40
719,48
720,56
721,34
722,53
723,40
724,73
725,34
726,49
727,53
728,71
729,55
730,53
731,47
732,55
733,36
734,59
735,60
736,55
737,59
738,45
739,49
740,76
741,54
742,45
743,38
744,41
745,54
746,68
747,46
748,27
749,42
750,48
751,44
752,49
753,53
754,54
755,37
756,54
757,56
758,69
759,56
760,43
761,45
762,49
763,67
764,54
765,45
766,61
767,62
768,38
769,31
770,37
771,42
772,57
773,59
774,50
775,45
776,49
777,48
778,39
779,53
780,59
781,40
782,40
783,33
784,52
785,30
786,37
787,31
788,48
789,54
790,49
791,37
792,28
793,61
794,65
795,36
796,53
797,58
798,51
799,53
800,64
801,36
802,35
803,49
804,48
805,55
806,71
807,51
808,45
809,56
810,50
811,51
812,51
813,53
814,34
815,43
816,52
817,52
818,52
819,45
820,42
821,47
822,60
823,37
824,57
825,54
826,45
827,41
828,46
829,65
830,36
831,48
832,44
833,45
834,55
835,37
836,37
837,48
838,40
839,41
840,48
841,46
842,33
843,68
844,38
845,56
846,53
847,50
848,53
849,53
850,46
851,46
852,39
853,60
854,44
855,37
856,41
857,51
858,43
859,46
860,31
861,39
862,54
863,37
864,65
865,57
866,42
867,38
868,35
869,52
870,39
871,50
872,41
873,55
874,42
875,53
876,50
877,43
878,57
879,56
880,52
881,49
882,43
883,63
884,48
885,31
886,47
887,42
888,40
889,53
890,50
891,34
892,43
893,62
894,66
895,39
896,44
897,41
898,49
899,48
900,42
901,53
902,51
903,45
904,53
905,43
906,69
907,35
908,53
909,41
910,59
911,57
912,44
913,47
914,47
915,47
916,63
917,53
918,48
919,53
920,71
921,65
922,44
923,25
924,55
925,40
926,69
927,30
928,48
929,44
930,45
931,55
932,47
933,63
934,27
935,54
936,38
937,59
938,54
939,40
940,62
941,58
942,40
943,55
944,67
945,49
946,46
947,59
948,41
949,32
950,70
951,37
952,52
953,69
954,42
955,63
956,38
957,63
958,31
959,41
960,41
961,54
962,42
963,49
964,53
965,52
966,37
967,28
968,59
969,50
970,50
971,46
972,55
973,42
974,53
975,34
976,62
977,47
978,51
979,39
980,40
981,36
982,36
983,56
984,44
985,47
986,54
987,35
988,54
989,42
990,54
991,52
992,42
993,42
994,50
995,41
996,47
997,52
998,70
999,44
